Accession,Release_Date,Species,Length,Nuc_Completeness,Geo_Location,Host,Isolation_Source,Collection_Date
MT293224,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29847,complete,USA: WA,Homo sapiens,,3/18/2020
MT293225,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29865,complete,USA: WA,Homo sapiens,,3/18/2020
MT276325,2020-04-03T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,complete,USA: WA,Homo sapiens,oronasopharynx,2/27/2020
MT262896,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,complete,USA: WA,Homo sapiens,,3/13/2020
MT262897,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,complete,USA: WA,Homo sapiens,,3/13/2020
MT262898,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,complete,USA: WA,Homo sapiens,,3/13/2020
MT262899,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,complete,USA: WA,Homo sapiens,,3/13/2020
MT262900,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,complete,USA: WA,Homo sapiens,,3/13/2020
MT262901,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,complete,USA: WA,Homo sapiens,,3/13/2020
MT262902,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,complete,USA: WA,Homo sapiens,,3/13/2020
MT262903,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,complete,USA: WA,Homo sapiens,,3/13/2020
MT262904,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,complete,USA: WA,Homo sapiens,,3/13/2020
MT262905,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,complete,USA: WA,Homo sapiens,,3/13/2020
MT262906,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,complete,USA: WA,Homo sapiens,,3/13/2020
MT262907,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,complete,USA: WA,Homo sapiens,,3/13/2020
MT262908,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,complete,USA: WA,Homo sapiens,,3/13/2020
MT262909,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,complete,USA: WA,Homo sapiens,,3/13/2020
MT262910,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,complete,USA: WA,Homo sapiens,,3/13/2020
MT262911,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,complete,USA: WA,Homo sapiens,,3/13/2020
MT262912,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,complete,USA: WA,Homo sapiens,,3/13/2020
MT262913,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,complete,USA: WA,Homo sapiens,,3/13/2020
MT262914,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,complete,USA: WA,Homo sapiens,,3/13/2020
MT262915,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,complete,USA: WA,Homo sapiens,,3/13/2020
MT262916,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,complete,USA: WA,Homo sapiens,,3/13/2020
MT263381,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29910,complete,USA: WA,Homo sapiens,,3/23/2020
MT263382,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29900,complete,USA: WA,Homo sapiens,,3/23/2020
MT263383,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29797,complete,USA: WA,Homo sapiens,,3/24/2020
MT263384,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29793,complete,USA: WA,Homo sapiens,,3/23/2020
MT263385,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29610,partial,USA: WA,Homo sapiens,,3/23/2020
MT263387,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29852,complete,USA: WA,Homo sapiens,,3/16/2020
MT263388,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29740,complete,USA: WA,Homo sapiens,,3/16/2020
MT263389,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29454,partial,USA: WA,Homo sapiens,,3/16/2020
MT263390,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29761,complete,USA: WA,Homo sapiens,,3/24/2020
MT263391,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29911,complete,USA: WA,Homo sapiens,,3/16/2020
MT263392,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29843,complete,USA: WA,Homo sapiens,,3/24/2020
MT263393,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29529,partial,USA: WA,Homo sapiens,,3/14/2020
MT263394,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29697,complete,USA: WA,Homo sapiens,,3/14/2020
MT263395,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29904,complete,USA: WA,Homo sapiens,,3/14/2020
MT263396,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,complete,USA: WA,Homo sapiens,,3/13/2020
MT263397,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29601,partial,USA: WA,Homo sapiens,,3/24/2020
MT263398,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29884,complete,USA: WA,Homo sapiens,,3/24/2020
MT263399,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29886,complete,USA: WA,Homo sapiens,,3/24/2020
MT263400,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29841,complete,USA: WA,Homo sapiens,,3/23/2020
MT263401,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29473,partial,USA: WA,Homo sapiens,,3/15/2020
MT263402,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29844,complete,USA: WA,Homo sapiens,,3/23/2020
MT263403,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29878,complete,USA: WA,Homo sapiens,,3/16/2020
MT263404,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29866,complete,USA: WA,Homo sapiens,,3/24/2020
MT263405,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29834,complete,USA: WA,Homo sapiens,,3/16/2020
MT263408,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29810,complete,USA: WA,Homo sapiens,,3/24/2020
MT263409,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29443,partial,USA: WA,Homo sapiens,,3/13/2020
MT263410,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29871,complete,USA: WA,Homo sapiens,,3/16/2020
MT263412,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29829,complete,USA: WA,Homo sapiens,,3/16/2020
MT263413,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29862,complete,USA: WA,Homo sapiens,,3/16/2020
MT263414,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29830,complete,USA: WA,Homo sapiens,,3/24/2020
MT263416,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29815,complete,USA: WA,Homo sapiens,,3/16/2020
MT263417,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29871,complete,USA: WA,Homo sapiens,,3/24/2020
MT263418,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29876,complete,USA: WA,Homo sapiens,,3/16/2020
MT263419,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29853,complete,USA: WA,Homo sapiens,,3/16/2020
MT263420,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29839,complete,USA: WA,Homo sapiens,,3/20/2020
MT263421,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29900,complete,USA: WA,Homo sapiens,,3/24/2020
MT263422,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29837,complete,USA: WA,Homo sapiens,,3/16/2020
MT263423,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29829,complete,USA: WA,Homo sapiens,,3/23/2020
MT263424,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29830,complete,USA: WA,Homo sapiens,,3/24/2020
MT263425,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29841,complete,USA: WA,Homo sapiens,,3/24/2020
MT263426,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29792,complete,USA: WA,Homo sapiens,,3/16/2020
MT263427,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29818,partial,USA: WA,Homo sapiens,,3/16/2020
MT263430,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29838,complete,USA: WA,Homo sapiens,,3/24/2020
MT263431,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29863,complete,USA: WA,Homo sapiens,,3/24/2020
MT263432,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29866,complete,USA: WA,Homo sapiens,,3/24/2020
MT263434,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29790,complete,USA: WA,Homo sapiens,,3/24/2020
MT263435,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,complete,USA: WA,Homo sapiens,,3/24/2020
MT263436,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29846,complete,USA: WA,Homo sapiens,,3/24/2020
MT263437,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29871,complete,USA: WA,Homo sapiens,,3/14/2020
MT263438,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29872,complete,USA: WA,Homo sapiens,,3/24/2020
MT263439,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29863,complete,USA: WA,Homo sapiens,,3/24/2020
MT263440,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29863,complete,USA: WA,Homo sapiens,,3/24/2020
MT263441,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29793,complete,USA: WA,Homo sapiens,,3/24/2020
MT263442,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29819,complete,USA: WA,Homo sapiens,,3/24/2020
MT263443,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29869,complete,USA: WA,Homo sapiens,,3/24/2020
MT263444,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29857,complete,USA: WA,Homo sapiens,,3/20/2020
MT263445,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29868,complete,USA: WA,Homo sapiens,,3/24/2020
MT263446,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29872,complete,USA: WA,Homo sapiens,,3/24/2020
MT263447,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29868,complete,USA: WA,Homo sapiens,,3/14/2020
MT263448,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29828,complete,USA: WA,Homo sapiens,,3/16/2020
MT263449,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29828,complete,USA: WA,Homo sapiens,,3/24/2020
MT263450,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29841,complete,USA: WA,Homo sapiens,,3/24/2020
MT263451,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29693,complete,USA: WA,Homo sapiens,,3/16/2020
MT263452,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29833,complete,USA: WA,Homo sapiens,,3/17/2020
MT263453,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29777,complete,USA: WA,Homo sapiens,,3/24/2020
MT263454,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29837,complete,USA: WA,Homo sapiens,,3/24/2020
MT263455,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29705,complete,USA: WA,Homo sapiens,,3/24/2020
MT263456,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29775,complete,USA: WA,Homo sapiens,,3/24/2020
MT263457,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29801,complete,USA: WA,Homo sapiens,,3/15/2020
MT263458,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29881,complete,USA: WA,Homo sapiens,,3/15/2020
MT263459,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29917,complete,USA: WA,Homo sapiens,,3/24/2020
MT263461,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29828,partial,USA: WA,Homo sapiens,,3/22/2020
MT263462,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29764,complete,USA: WA,Homo sapiens,,3/23/2020
MT263464,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29832,complete,USA: WA,Homo sapiens,,3/16/2020
MT263465,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29867,complete,USA: WA,Homo sapiens,,3/16/2020
MT263466,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29634,partial,USA: WA,Homo sapiens,,3/16/2020
MT263467,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29853,complete,USA: WA,Homo sapiens,,3/16/2020
MT263468,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29892,complete,USA: WA,Homo sapiens,,3/17/2020
MT263469,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29857,complete,USA: WA,Homo sapiens,,3/15/2020
MT259235,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29751,complete,USA: WA,Homo sapiens,,3/13/2020
MT259236,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29883,complete,USA: WA,Homo sapiens,,3/16/2020
MT259237,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29864,complete,USA: WA,Homo sapiens,,3/16/2020
MT259238,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29161,partial,USA: WA,Homo sapiens,,3/16/2020
MT259239,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29583,complete,USA: WA,Homo sapiens,,3/16/2020
MT259240,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29544,partial,USA: WA,Homo sapiens,,3/16/2020
MT259241,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29682,complete,USA: WA,Homo sapiens,,3/16/2020
MT259243,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29757,complete,USA: WA,Homo sapiens,,3/13/2020
MT259244,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29865,complete,USA: WA,Homo sapiens,,3/16/2020
MT259245,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29826,complete,USA: WA,Homo sapiens,,3/15/2020
MT259246,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29842,complete,USA: WA,Homo sapiens,,3/13/2020
MT259247,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29646,complete,USA: WA,Homo sapiens,,3/16/2020
MT259249,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29821,complete,USA: WA,Homo sapiens,,3/13/2020
MT259250,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29702,complete,USA: WA,Homo sapiens,,3/14/2020
MT259251,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29884,complete,USA: WA,Homo sapiens,,3/14/2020
MT259252,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29790,complete,USA: WA,Homo sapiens,,3/14/2020
MT259253,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29813,complete,USA: WA,Homo sapiens,,3/16/2020
MT259254,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29887,complete,USA: WA,Homo sapiens,,3/16/2020
MT259255,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29450,partial,USA: WA,Homo sapiens,,3/16/2020
MT259256,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29833,complete,USA: WA,Homo sapiens,,3/13/2020
MT259257,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29868,complete,USA: WA,Homo sapiens,,3/16/2020
MT259259,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29280,partial,USA: WA,Homo sapiens,,3/16/2020
MT259260,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29871,complete,USA: WA,Homo sapiens,,3/16/2020
MT259261,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29837,complete,USA: WA,Homo sapiens,,3/16/2020
MT259262,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29599,partial,USA: WA,Homo sapiens,,3/14/2020
MT259263,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29878,complete,USA: WA,Homo sapiens,,3/13/2020
MT259264,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29836,complete,USA: WA,Homo sapiens,,3/13/2020
MT259265,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29468,partial,USA: WA,Homo sapiens,,3/13/2020
MT259266,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29776,complete,USA: WA,Homo sapiens,,3/13/2020
MT259267,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29852,complete,USA: WA,Homo sapiens,,3/14/2020
MT259268,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29759,complete,USA: WA,Homo sapiens,,3/13/2020
MT259269,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29894,complete,USA: WA,Homo sapiens,,3/14/2020
MT259270,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29436,partial,USA: WA,Homo sapiens,,3/16/2020
MT259271,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29864,complete,USA: WA,Homo sapiens,,3/15/2020
MT259272,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29389,partial,USA: WA,Homo sapiens,,3/13/2020
MT259273,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29892,complete,USA: WA,Homo sapiens,,3/15/2020
MT259274,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29779,complete,USA: WA,Homo sapiens,,3/14/2020
MT259275,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29841,complete,USA: WA,Homo sapiens,,3/14/2020
MT259276,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29872,partial,USA: WA,Homo sapiens,,3/15/2020
MT259277,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29881,complete,USA: WA,Homo sapiens,,3/15/2020
MT259278,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29897,complete,USA: WA,Homo sapiens,,3/15/2020
MT259279,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29399,partial,USA: WA,Homo sapiens,,3/15/2020
MT259280,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29642,complete,USA: WA,Homo sapiens,,3/15/2020
MT259281,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29839,complete,USA: WA,Homo sapiens,,3/15/2020
MT259282,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29815,complete,USA: WA,Homo sapiens,,3/15/2020
MT259283,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29192,partial,USA: WA,Homo sapiens,,3/15/2020
MT259284,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29432,complete,USA: WA,Homo sapiens,,3/15/2020
MT259285,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29831,complete,USA: WA,Homo sapiens,,3/15/2020
MT259286,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29857,complete,USA: WA,Homo sapiens,,3/15/2020
MT259287,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29688,complete,USA: WA,Homo sapiens,,3/15/2020
MT251972,2020-03-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29861,complete,USA: WA,Homo sapiens,,3/14/2020
MT251973,2020-03-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29871,complete,USA: WA,Homo sapiens,,3/14/2020
MT251975,2020-03-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29875,complete,USA: WA,Homo sapiens,,3/14/2020
MT251976,2020-03-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29899,complete,USA: WA,Homo sapiens,,3/14/2020
MT251977,2020-03-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29829,complete,USA: WA,Homo sapiens,,3/14/2020
MT251978,2020-03-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29905,complete,USA: WA,Homo sapiens,,3/14/2020
MT251979,2020-03-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29839,complete,USA: WA,Homo sapiens,,3/14/2020
MT251980,2020-03-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29845,complete,USA: WA,Homo sapiens,,3/13/2020
MT233526,2020-03-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29847,complete,USA: WA,Homo sapiens,oronasopharynx,1/19/2020
MT246449,2020-03-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29828,complete,USA: WA,Homo sapiens,,3/13/2020
MT246450,2020-03-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29872,complete,USA: WA,Homo sapiens,,3/13/2020
MT246451,2020-03-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29868,complete,USA: WA,Homo sapiens,,3/13/2020
MT246452,2020-03-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29888,complete,USA: WA,Homo sapiens,,3/13/2020
MT246453,2020-03-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29823,complete,USA: WA,Homo sapiens,,3/13/2020
MT246454,2020-03-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29892,complete,USA: WA,Homo sapiens,,3/12/2020
MT246455,2020-03-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29857,complete,USA: WA,Homo sapiens,,3/12/2020
MT246456,2020-03-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29846,complete,USA: WA,Homo sapiens,,3/13/2020
MT246457,2020-03-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29843,complete,USA: WA,Homo sapiens,,3/12/2020
MT246458,2020-03-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29765,complete,USA: WA,Homo sapiens,,3/12/2020
MT246459,2020-03-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29909,complete,USA: WA,Homo sapiens,,3/12/2020
MT246460,2020-03-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29917,complete,USA: WA,Homo sapiens,,3/12/2020
MT246461,2020-03-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29877,complete,USA: WA,Homo sapiens,,3/13/2020
MT246462,2020-03-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,complete,USA: WA,Homo sapiens,,3/13/2020
MT246463,2020-03-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,partial,USA: WA,Homo sapiens,,3/13/2020
MT246464,2020-03-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29818,complete,USA: WA,Homo sapiens,,3/13/2020
MT246465,2020-03-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29781,partial,USA: WA,Homo sapiens,,3/13/2020
MT246466,2020-03-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29897,complete,USA: WA,Homo sapiens,,3/13/2020
MT246467,2020-03-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29899,complete,USA: WA,Homo sapiens,,3/14/2020
MT246468,2020-03-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29843,complete,USA: WA,Homo sapiens,,3/14/2020
MT246469,2020-03-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29869,complete,USA: WA,Homo sapiens,,3/14/2020
MT246470,2020-03-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29860,complete,USA: WA,Homo sapiens,,3/13/2020
MT246471,2020-03-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29871,complete,USA: WA,Homo sapiens,,3/14/2020
MT246472,2020-03-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29810,complete,USA: WA,Homo sapiens,,3/12/2020
MT246473,2020-03-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29825,complete,USA: WA,Homo sapiens,,3/14/2020
MT246474,2020-03-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29884,complete,USA: WA,Homo sapiens,,3/14/2020
MT246475,2020-03-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29877,complete,USA: WA,Homo sapiens,,3/13/2020
MT246476,2020-03-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29863,complete,USA: WA,Homo sapiens,,3/13/2020
MT246477,2020-03-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29886,complete,USA: WA,Homo sapiens,,3/14/2020
MT246478,2020-03-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29889,complete,USA: WA,Homo sapiens,,3/14/2020
MT246479,2020-03-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29828,complete,USA: WA,Homo sapiens,,3/13/2020
MT246480,2020-03-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29904,complete,USA: WA,Homo sapiens,,3/13/2020
MT246481,2020-03-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29873,complete,USA: WA,Homo sapiens,,3/13/2020
MT246482,2020-03-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29844,complete,USA: WA,Homo sapiens,,3/15/2020
MT246483,2020-03-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29765,partial,USA: WA,Homo sapiens,,3/15/2020
MT246484,2020-03-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29870,complete,USA: WA,Homo sapiens,,3/15/2020
MT246485,2020-03-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29775,complete,USA: WA,Homo sapiens,,3/15/2020
MT246486,2020-03-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29867,complete,USA: WA,Homo sapiens,,3/14/2020
MT246487,2020-03-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29883,complete,USA: WA,Homo sapiens,,3/15/2020
